kind,page_href,page_title,h1,nav_text,local_id,official_id,ordinal_in_page,official_caption_or_headers,caption_status,nearest_heading,context_en,rows,cols,n_imgs,workflow_phase,practical_reading_ja,mlflow_links,source_page_url,source_repo_url,image_storage_policy
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-LKJ1,fig-sleepstudy-LKJ1,17,Figure 17,label_only,8 Linear varying intercept and slope model,Illustrate the marginal LKJ(1) prior for different dimensions.,,,1,MCMC / computation diagnostics,推論結果を解釈する前に、R-hat、ESS、divergence、treedepth、BFMI、trace/pairsを確認する。悪いrunは比較表から除外せず失敗として記録する。,"rhat_max, ess_bulk_min, ess_tail_min, divergences, treedepth_hits, bfmi_min",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-LKJ1,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-pp_check-fit_ln1_prior,fig-sleepstudy-pp_check-fit_ln1_prior,18,Figure 18,label_only,8.1 Log-Linear prior-only model,Prior predictive checking,,,1,Prior / prior predictive,事前分布が現実的なデータ範囲を生成するかを見る。現場導入前に、あり得ない予測の比率をゲート化する。,"prior_spec_id, prior_predictive_seed, simulated_n, implausible_rate",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-pp_check-fit_ln1_prior,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-pp_check-fit_ln2_prior,fig-sleepstudy-pp_check-fit_ln2_prior,19,Figure 19,label_only,8.1 Log-Linear prior-only model,Prior predictive checking,,,1,Prior / prior predictive,事前分布が現実的なデータ範囲を生成するかを見る。現場導入前に、あり得ない予測の比率をゲート化する。,"prior_spec_id, prior_predictive_seed, simulated_n, implausible_rate",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-pp_check-fit_ln2_prior,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-pp_check-fit_ln1_ln2_prior,fig-sleepstudy-pp_check-fit_ln1_ln2_prior,20,Figure 20,label_only,8.1 Log-Linear prior-only model,Prior predictive checking comparing priors ln1 and ln2,,,1,Prior / prior predictive,事前分布が現実的なデータ範囲を生成するかを見る。現場導入前に、あり得ない予測の比率をゲート化する。,"prior_spec_id, prior_predictive_seed, simulated_n, implausible_rate",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-pp_check-fit_ln1_ln2_prior,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-1-ln2,fig-sleepstudy-conditional_effects-1-ln2,21,Figure 21,label_only,8.1 Log-Linear prior-only model,Posterior conditional effects,,,1,Prior / prior predictive,事前分布が現実的なデータ範囲を生成するかを見る。現場導入前に、あり得ない予測の比率をゲート化する。,"prior_spec_id, prior_predictive_seed, simulated_n, implausible_rate",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-1-ln2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-priorsense-fit_ln2,fig-sleepstudy-priorsense-fit_ln2,22,Figure 22,label_only,8.1 Log-Linear prior-only model,Prior sensitivity analysis,,,1,Prior / prior predictive,事前分布が現実的なデータ範囲を生成するかを見る。現場導入前に、あり得ない予測の比率をゲート化する。,"prior_spec_id, prior_predictive_seed, simulated_n, implausible_rate",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-priorsense-fit_ln2,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-fit5,fig-sleepstudy-conditional_effects-fit5,23,Figure 23,label_only,9 Log-linear varying intercept and slope model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-fit5,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-pp_check-fit5,fig-sleepstudy-pp_check-fit5,24,Figure 24,label_only,9 Log-linear varying intercept and slope model,Posterior predictive checking,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-pp_check-fit5,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-pp_check-fit4-fit5,fig-sleepstudy-pp_check-fit4-fit5,25,Figure 25,label_only,9 Log-linear varying intercept and slope model,Posterior predictive checking comparing fit4 and fit5,,,1,Posterior predictive checking / calibration,モデルが再現すべき特徴を外していないか確認する。PPC統計量と図をartifact化し、モデル改善の根拠にする。,"ppc_stat_*, loo_pit_ecdf_maxdev, calibration_error, replicated_seed",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-pp_check-fit4-fit5,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-plus-fit5,fig-sleepstudy-conditional_effects-plus-fit5,26,Figure 26,label_only,9 Log-linear varying intercept and slope model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-plus-fit5,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-priorsense-fit5,fig-sleepstudy-priorsense-fit5,27,Figure 27,label_only,9 Log-linear varying intercept and slope model,Prior sensitivity analysis,,,1,MCMC / computation diagnostics,推論結果を解釈する前に、R-hat、ESS、divergence、treedepth、BFMI、trace/pairsを確認する。悪いrunは比較表から除外せず失敗として記録する。,"rhat_max, ess_bulk_min, ess_tail_min, divergences, treedepth_hits, bfmi_min",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-priorsense-fit5,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-fit6,fig-sleepstudy-conditional_effects-fit6,28,Figure 28,label_only,10 log-linear distributional multilevel model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-fit6,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-fit7,fig-sleepstudy-conditional_effects-fit7,29,Figure 29,label_only,11 Exgaussian distributional multilevel model,Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-fit7,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
figure,sleep_study/sleep_study.html,Prior specification for regression models: Reanalysis of a sleep study – Bayesian Workflow book,Prior specification for regression models: Reanalysis of a sleep study,Ch 17: Prior specification for regression models: Reanalysis of a sleep study,sleep-study-sleep-study/fig-sleepstudy-conditional_effects-fit8,fig-sleepstudy-conditional_effects-fit8,30,Figure 30,label_only,12 Exgaussian distributional multilevel model (default priors),Posterior conditional effects,,,1,Posterior summary / effect interpretation,推定効果・不確実性・派生量を意思決定に接続する。平均だけでなく区間・分布・実務閾値超過確率を残す。,"posterior_draws_uri, model_code_hash, ci_width, decision_threshold_prob",https://avehtari.github.io/Bayesian-Workflow/sleep_study/sleep_study.html#fig-sleepstudy-conditional_effects-fit8,https://github.com/avehtari/Bayesian-Workflow/blob/eb00fa4397314ef7d90203382542bd44c590e289/sleep_study/sleep_study.R,link_only_no_binary_copy_for_crc_book_site
